date, pm25, pm10, o3, no2, so2, co
2023/9/4, 147, 66, , 10, 3, 8
2023/9/5, 136, 63, , 9, 2, 8
2023/9/6, 159, 72, , 9, 3, 9
2023/9/7, 188, 55, , 13, 4, 5
2023/9/8, 116, 36, , 8, 2, 8
2023/9/9, 88, 34, , 11, 2, 8
2023/9/10, 88, 51, , 12, 2, 8
2023/9/11, 115, 23, , 11, 3, 4
2023/9/12, 41, 31, , 17, 4, 6
2023/9/13, 39, 31, , 14, 4, 3
2023/9/14, 50, 44, , 14, 5, 6
2023/9/15, 81, 53, , 13, 4, 6
2023/9/16, 109, 49, , 12, 4, 5
2023/9/17, 96, 63, , 13, 3, 8
2023/9/18, 119, 46, , 14, 3, 6
2023/9/19, 92, 23, , 15, 5, 4
2023/9/20, 36, 37, , 14, 4, 4
2023/9/21, 65, 32, , 11, 3, 4
2023/9/22, 52, 30, , 15, 3, 4
2023/9/23, 43, 39, , 18, 5, 8
2023/9/24, 64, 51, , 20, 3, 5
2023/9/25, 93, 58, , 22, 4, 7
2023/9/26, 125, 52, , 19, 3, 7
2023/9/27, 112, 38, , 23, 4, 5
2023/9/28, 56, 74, , 18, 4, 10
2023/9/29, 133, 12, , 8, 2, 2
2023/9/30, 21, 35, , 18, 3, 3
2023/4/1, 141, 72, , 16, 5, 5
2023/4/2, 140, 71, , 17, 4, 7
2023/4/3, 130, 52, , 7, 2, 5
2023/4/4, 65, 41, , 7, 1, 3
2023/4/5, 70, 55, , 10, 1, 3
2023/4/6, 83, 25, , 5, 1, 1
2023/4/7, 26, 49, , 12, 1, 3
2023/4/8, 80, 83, , 15, 3, 6
2023/4/9, 155, 110, , 12, 3, 6
2023/4/10, 149, 507, , 6, 1, 2
2023/4/11, 182, 426, , 19, 2, 6
2023/4/12, 189, 291, , 16, 2, 7
2023/4/13, 183, 159, , 15, 3, 4
2023/4/14, 145, 98, , 17, 1, 1
2023/4/15, 110, 49, , 9, 1, 2
2023/4/16, 59, 73, , 18, 4, 6
2023/4/17, 104, 74, , 15, 4, 9
2023/4/18, 110, 82, , 19, 3, 7
2023/4/19, 141, 78, , 12, 2, 3
2023/4/20, 82, 51, , 10, 2, 1
2023/4/21, 56, 28, , 7, 2, 1
2023/4/22, 67, 44, , 13, 2, 1
2023/4/23, 71, 48, , 12, 2, 1
2023/4/24, 81, 56, , 7, 2, 2
2023/4/25, 96, 59, , 12, 2, 1
2023/4/26, 67, 68, , 12, 3, 3
2023/4/27, 126, 49, , 6, 1, 2
2023/4/28, 85, 47, , 6, 2, 1
2023/4/29, 55, 50, , 12, 2, 2
2023/4/30, 75, 72, , 15, 4, 3
2023/5/1, 119, 65, , 10, 3, 1
2023/5/2, 92, 76, , 17, 4, 6
2023/5/3, 123, 32, , 7, 1, 5
2023/5/4, 63, 18, , 6, 1, 1
2023/5/5, 39, 29, , 8, 2, 1
2023/5/6, 40, 40, , 13, 3, 1
2023/5/7, 72, 54, , 13, 4, 1
2023/5/8, 100, 43, , 14, 3, 2
2023/5/9, 83, 50, , 15, 4, 2
2023/5/10, 85, 55, , 19, 4, 3
2023/5/11, 102, 61, , 13, 4, 4
2023/5/12, 110, 44, , 15, 3, 3
2023/5/13, 83, 65, , 14, 5, 6
2023/5/14, 105, 91, , 19, 4, 7
2023/5/15, 143, 68, , 8, 3, 5
2023/5/16, 117, 56, , 10, 2, 6
2023/5/17, 96, 38, , 10, 4, 6
2023/5/18, 60, 65, , 9, 2, 7
2023/5/19, 142, 111, , 8, 2, 3
2023/5/20, 115, 145, , 7, 1, 1
2023/5/21, 97, 52, , 15, 2, 3
2023/5/22, 76, 51, , 13, 3, 3
2023/5/23, 75, 61, , 8, 3, 3
2023/5/24, 83, 55, , 7, 2, 4
2023/5/25, 94, 61, , 11, 3, 5
2023/5/26, 130, 52, , 12, 3, 6
2023/5/27, 107, 49, , 8, 3, 6
2023/5/28, 103, 49, , 10, 4, 5
2023/5/29, 95, 48, , 16, 7, 8
2023/5/30, 76, 54, , 14, 4, 5
2023/5/31, 107, 65, , 11, 3, 4
2023/6/1, 86, 32, , 8, 2, 2
2023/6/2, 40, 47, , 11, 4, 3
2023/6/3, 69, 50, , 8, 4, 5
2023/6/4, 77, 45, , 7, 4, 5
2023/6/5, 76, 35, , 8, 3, 3
2023/6/6, 56, 49, , 11, 4, 3
2023/6/7, 70, 53, , 9, 4, 4
2023/6/8, 67, 35, , 14, 3, 2
2023/6/9, 58, 31, , 9, 3, 4
2023/6/10, 46, 34, , 10, 5, 7
2023/6/11, 62, 27, , 7, 2, 5
2023/6/12, 60, 23, , 8, 3, 6
2023/6/13, 48, 36, , 9, 3, 5
2023/6/14, 67, 58, , 10, 4, 6
2023/6/15, 93, 58, , 13, 2, 7
2023/6/16, 97, 72, , 19, 4, 9
2023/6/17, 124, 57, , 8, 3, 7
2023/6/18, 114, 40, , 8, 2, 6
2023/6/19, 87, 28, , 8, 2, 6
2023/6/20, 68, 31, , 11, 2, 5
2023/6/21, 57, 36, , 13, 3, 4
2023/6/22, 64, 49, , 12, 3, 3
2023/6/23, 85, 45, , 9, 3, 2
2023/6/24, 84, 37, , 7, 2, 4
2023/6/25, 72, 33, , 6, 4, 3
2023/6/26, 61, 35, , 8, 2, 3
2023/6/27, 63, 39, , 10, 2, 4
2023/6/28, 80, 24, , 7, 2, 4
2023/6/29, 57, 29, , 9, 2, 4
2023/6/30, 72, 37, , 10, 2, 3
2023/1/3, 78, 63, , 30, 4, 7
2023/1/4, 127, 76, , 33, 6, 10
2023/1/5, 157, 125, , 36, 7, 11
2023/1/6, 214, 171, , 40, 5, 12
2023/1/7, 266, 94, , 34, 5, 8
2023/1/8, 140, 88, , 30, 8, 8
2023/1/9, 135, 56, , 19, 6, 7
2023/1/10, 86, 39, , 22, 4, 4
2023/1/11, 73, 80, , 34, 6, 8
2023/1/12, 158, 98, , 37, 4, 13
2023/1/13, 177, 66, , 16, , 9
2023/1/14, 144, 10, , 4, , 1
2023/1/15, 20, 26, , 7, , 2
2023/1/16, 42, 42, , 14, 1, 4
2023/1/17, 71, 76, , 16, 1, 6
2023/1/18, 107, 95, , 17, 1, 5
2023/1/19, 126, 85, , 13, 1, 6
2023/1/20, 111, 38, , 3, , 2
2023/1/21, 41, 92, , 11, 9, 6
2023/1/22, 144, 174, , 14, 11, 10
2023/1/23, 260, 51, , 3, 1, 6
2023/1/24, 100, 37, , 2, , 3
2023/1/25, 36, 53, , 6, 1, 3
2023/1/26, 91, 58, , 7, 1, 2
2023/1/27, 97, 19, , 4, , 1
2023/1/28, 41, 54, , 10, 1, 2
2023/1/29, 79, 62, , 13, 1, 3
2023/1/30, 90, 78, , 24, 5, 5
2023/1/31, 144, 89, , 30, 3, 8
2023/2/1, 156, 42, , 5, , 1
2023/2/2, 35, 29, , 13, 1, 2
2023/2/3, 61, 63, , 25, 5, 5
2023/2/4, 136, 62, , 27, 2, 5
2023/2/5, 133, 158, , 27, 10, 7
2023/2/6, 217, 141, , 24, 4, 8
2023/2/7, 196, 49, , 19, 2, 5
2023/2/8, 98, 50, , 22, 2, 6
2023/2/9, 110, 49, , 21, 9, 4
2023/2/10, 105, 85, , 18, , 7
2023/2/11, 175, 100, , 23, 2, 9
2023/2/12, 188, 82, , 17, 2, 7
2023/2/13, 158, 14, , 7, , 2
2023/2/14, 41, 23, , 11, 2, 4
2023/2/15, 45, 35, , 12, 1, 3
2023/2/16, 65, 77, , 25, 4, 7
2023/2/17, 142, 106, , 31, 3, 9
2023/2/18, 188, 97, , 33, 3, 9
2023/2/19, 171, 23, , 10, , 3
2023/2/20, 38, 35, , 12, 1, 3
2023/2/21, 42, 38, , 16, 2, 4
2023/2/22, 68, 70, , 21, 4, 7
2023/2/23, 143, 84, , 18, 3, 8
2023/2/24, 167, 48, , 17, 3, 8
2023/2/25, 90, 24, , 11, 1, 4
2023/2/26, 45, 77, , 26, 3, 7
2023/2/27, 154, 78, , 19, 4, 7
2023/2/28, 158, 64, , 15, 3, 6
2023/3/1, 124, 43, , 18, 1, 5
2023/3/2, 68, 59, , 21, 2, 5
2023/3/3, 89, 97, , 25, 3, 6
2023/3/4, 164, 120, , 37, 4, 12
2023/3/5, 186, 110, , 25, 2, 13
2023/3/6, 188, 114, , 32, 4, 12
2023/3/7, 192, 135, , 39, 5, 12
2023/3/8, 210, 83, , 17, 4, 9
2023/3/9, 121, 92, , 27, 3, 7
2023/3/10, 138, 214, , 29, 2, 6
2023/3/11, 162, 181, , 11, 2, 6
2023/3/12, 75, 55, , 5, 1, 3
2023/3/13, 38, 90, , 12, 2, 4
2023/3/14, 90, 143, , 13, 1, 4
2023/3/15, 114, 124, , 5, , 2
2023/3/16, 75, 45, , 14, 2, 4
2023/3/17, 52, 69, , 21, 3, 4
2023/3/18, 117, 48, , 18, 2, 3
2023/3/19, 90, 86, , 26, 2, 6
2023/3/20, 165, 83, , 16, 2, 5
2023/3/21, 167, 88, , 15, 3, 6
2023/3/22, 171, 483, , 9, 1, 5
2023/3/23, 223, 121, , 8, , 2
2023/3/24, 122, 72, , 13, 2, 1
2023/3/25, 79, 63, , 18, 2, 3
2023/3/26, 138, 52, , 13, 2, 2
2023/3/27, 87, 79, , 17, 4, 4
2023/3/28, 128, 95, , 12, 3, 4
2023/3/29, 155, 80, , 13, 3, 4
2023/3/30, 150, 74, , 15, 3, 6
2023/3/31, 147, 70, , 16, 3, 6
2022/10/1, 123, 12, , 6, 3, 6
2022/10/2, 37, 8, , 5, 3, 6
2022/10/3, 27, 10, , 6, 2, 2
2022/10/4, 19, 42, , 18, 3, 4
2022/10/5, 76, 50, , 16, 4, 5
2022/10/6, 100, 62, , 16, 5, 7
2022/10/7, 144, 53, , 12, 3, 5
2022/10/8, 118, 16, , 5, 2, 2
2022/10/9, 23, 19, , 11, 3, 4
2022/10/10, 28, 56, , 25, 4, 6
2022/10/11, 104, 64, , 26, 4, 6
2022/10/12, 140, 88, , 35, 4, 5
2022/10/13, 167, 107, , 33, 5, 6
2022/10/14, 182, 104, , 25, 5, 5
2022/10/15, 185, 44, , 13, 3, 3
2022/10/16, 73, 15, , 8, 2, 1
2022/10/17, 17, 46, , 20, 3, 2
2022/10/18, 77, 75, , 25, 4, 2
2022/10/19, 150, 68, , 21, 4, 3
2022/10/20, 143, 86, , 28, 5, 6
2022/10/21, 162, 60, , 13, 3, 3
2022/10/22, 82, 46, , 21, 3, 4
2022/10/23, 85, 70, , 23, 6, 6
2022/10/24, 113, 81, , 21, 6, 5
2022/10/25, 142, 70, , 15, 5, 6
2022/10/26, 120, 32, , 14, 4, 6
2022/10/27, 37, 51, , 25, 5, 7
2022/10/28, 61, 56, , 18, 4, 5
2022/10/29, 101, 61, , 17, 4, 6
2022/10/31, 126, 45, , 16, 4, 5
2022/11/1, 77, 23, , 16, 4, 4
2022/11/2, 32, 78, , 21, 6, 6
2022/11/3, 131, 27, , 12, 3, 3
2022/11/4, 57, 23, , 12, 2, 1
2022/11/5, 48, 75, , 22, 4, 6
2022/11/6, 156, 78, , 26, 5, 6
2022/11/7, 155, 46, , 21, 4, 4
2022/11/8, 86, 84, , 27, 6, 8
2022/11/9, 161, 122, , 33, 6, 10
2022/11/10, 205, 136, , 29, 3, 12
2022/11/11, 237, 99, , 23, 4, 12
2022/11/12, 181, 29, , 11, 2, 5
2022/11/13, 62, 8, , 10, 3, 2
2022/11/14, 20, 57, , 24, 5, 8
2022/11/15, 118, 56, , 24, 3, 6
2022/11/16, 108, 91, , 33, 5, 9
2022/11/17, 166, 120, , 33, 4, 10
2022/11/18, 197, 105, , 29, 6, 11
2022/11/19, 184, 101, , 24, 4, 9
2022/11/20, 164, 103, , 28, 3, 13
2022/11/21, 172, 49, , 18, 5, 8
2022/11/22, 93, 36, , 21, 4, 5
2022/11/23, 60, 69, , 27, 6, 10
2022/11/24, 127, 92, , 17, 3, 10
2022/11/25, 174, 76, , 15, 2, 6
2022/11/26, 127, 24, , 11, 3, 4
2022/11/27, 20, 56, , 23, 6, 9
2022/11/28, 77, 58, , 15, 2, 6
2022/11/29, 97, 43, , 4, 2, 1
2022/11/30, 37, 32, , 8, 2, 2
2022/12/1, 38, 42, , 13, 3, 4
2022/12/2, 68, 63, , 20, 4, 6
2022/12/3, 123, 41, , 14, 3, 3
2022/12/4, 71, 38, , 16, 3, 4
2022/12/5, 66, 57, , 23, 4, 6
2022/12/6, 105, 82, , 29, 7, 9
2022/12/7, 160, 101, , 34, 6, 12
